,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2580,1,1,1,9238,1,1,145.0,1,19,37,4,7,148.9,1,0,0,1,0,1,18,0,0,6,6,6,13.666667,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate
1689,1,43,4,171,1,1,136.0,1,37,37,9,9,123.8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
4264,1,44,1,9003,1,39,150.0,1,37,19,9,9,150.0,0,0,0,1,1,1,24,0,0,6,9,6,13.555555,0,0,6,7,6,12.666667,0,13.9,-0.3,0.79,Graduate
512,1,39,2,9670,1,1,140.0,1,34,34,0,0,100.0,0,0,0,1,0,0,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,Graduate
1755,1,1,1,9119,1,1,150.0,1,1,1,3,3,143.4,0,0,0,0,1,1,18,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled
2284,1,1,1,9070,1,1,140.0,1,19,38,4,4,138.3,0,0,0,1,1,0,20,0,1,6,8,6,13.428572,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
1102,1,1,2,9853,1,1,121.0,1,38,38,7,5,120.0,1,0,0,1,0,0,18,0,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled
4201,1,17,1,8014,0,1,125.0,1,37,37,5,6,122.2,1,0,1,1,0,0,19,0,0,6,6,6,12.166667,0,0,6,7,6,11.666667,0,10.8,1.4,1.74,Graduate
584,1,17,1,9254,1,1,102.0,1,37,37,7,7,102.0,0,0,0,1,0,0,19,0,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Graduate
2170,1,1,5,9500,1,1,133.1,1,1,1,5,8,123.0,1,0,0,1,0,0,19,0,0,8,8,7,13.714286,0,0,8,8,7,13.714286,0,12.7,3.7,-1.7,Graduate
1990,1,17,1,8014,0,1,132.0,1,37,19,5,5,121.2,0,0,0,1,0,0,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,Graduate
3956,1,1,3,9147,1,1,133.0,1,38,19,9,10,125.0,1,0,0,1,0,0,18,0,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate
3779,1,43,1,9556,1,1,126.0,1,2,3,3,2,100.0,0,0,0,1,0,0,25,0,2,7,10,3,13.0,0,1,8,10,3,11.666667,4,10.8,1.4,1.74,Enrolled
4398,1,39,1,9147,1,1,160.0,1,38,38,7,9,121.4,0,1,0,1,0,1,26,0,0,5,8,4,13.0,0,0,5,10,4,12.25,2,16.2,0.3,-0.92,Graduate
2144,2,39,1,8014,0,12,110.0,1,37,37,7,9,120.0,0,0,0,1,0,0,42,0,0,6,6,6,11.666667,0,0,6,6,6,13.666667,0,10.8,1.4,1.74,Graduate
1023,1,17,1,9070,1,1,116.0,1,38,38,9,9,123.7,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate
1534,1,1,1,9085,1,1,136.0,1,1,38,9,9,130.8,1,0,0,1,0,0,18,0,0,5,7,5,14.4,1,0,5,5,5,13.6,0,12.7,3.7,-1.7,Graduate
3938,1,1,2,9500,1,1,138.0,1,19,1,5,5,128.0,1,0,0,1,0,0,19,0,0,7,7,7,14.208571,0,0,8,9,8,15.127778,0,11.1,0.6,2.02,Graduate
968,2,39,1,9991,0,1,135.0,1,34,34,0,0,134.1,1,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3019,1,17,6,9238,1,1,138.0,1,3,3,1,2,123.0,1,0,0,1,0,0,19,0,0,6,11,5,10.8,0,0,6,12,5,11.333333,0,15.5,2.8,-4.06,Graduate
4223,1,17,2,9254,1,1,116.0,1,19,38,5,5,116.0,1,0,0,1,0,0,19,0,0,6,7,6,12.714286,0,0,6,6,6,11.833333,0,8.9,1.4,3.51,Graduate
2286,1,39,1,9991,0,1,120.0,1,19,37,6,8,160.0,0,0,0,1,1,0,40,0,0,5,5,5,11.0,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,Graduate
2598,1,17,3,9085,1,1,130.0,1,19,37,5,5,121.3,1,0,0,1,0,0,21,0,0,5,14,2,13.0,2,0,5,8,4,12.0,1,9.4,-0.8,-3.12,Enrolled
3985,1,17,1,9070,1,1,119.0,1,37,38,9,8,124.6,1,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,6,6,12.666667,0,7.6,2.6,0.32,Graduate
1341,1,1,5,9773,1,1,138.0,1,19,19,9,9,139.4,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,Graduate
648,1,43,2,9556,1,1,120.0,1,1,19,4,3,110.2,0,0,0,1,0,0,27,0,0,7,9,7,12.228572,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,Graduate
1096,1,17,1,9670,1,3,110.0,1,12,3,5,8,106.5,1,0,1,0,0,0,20,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
347,4,39,1,9991,0,1,133.1,1,37,37,6,6,136.2,0,0,0,1,0,0,39,0,0,5,6,5,11.0,0,0,5,9,5,11.666667,0,10.8,1.4,1.74,Graduate
2438,1,7,1,9003,1,3,130.0,1,1,38,9,7,130.0,1,0,0,0,1,0,32,0,11,17,31,11,12.727273,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout
2173,1,1,1,9085,1,1,150.0,1,12,2,4,2,144.6,0,0,1,0,0,0,24,0,0,5,6,1,13.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
2647,1,44,1,9003,1,39,130.0,1,38,38,9,5,130.0,0,0,1,0,1,0,20,0,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,Dropout
2933,1,1,6,9500,1,1,144.0,1,19,19,9,9,130.5,1,0,0,1,0,0,18,0,0,8,12,7,11.971429,0,0,8,12,7,11.971429,0,12.7,3.7,-1.7,Graduate
2480,1,43,1,171,1,1,120.0,1,3,3,2,2,120.0,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
624,1,17,4,9070,1,1,116.0,1,38,37,9,9,109.0,0,0,0,1,0,1,23,0,0,6,6,6,13.333333,0,0,6,8,3,12.666667,0,11.1,0.6,2.02,Dropout
3659,1,44,1,9085,1,39,150.0,1,38,1,5,5,150.0,0,0,0,1,0,0,20,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,Enrolled
3367,1,1,4,9500,1,1,137.0,1,19,38,9,3,125.0,1,0,0,1,0,0,19,0,0,7,7,6,14.616667,0,0,7,7,6,14.616667,0,7.6,2.6,0.32,Graduate
3267,2,39,1,9991,0,39,140.0,1,38,19,9,5,110.0,0,0,0,1,0,1,35,0,0,5,9,3,11.666667,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled
164,1,17,2,9670,1,1,124.0,1,1,19,5,4,124.4,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
2202,1,17,2,9254,1,1,121.0,1,19,38,6,6,116.1,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate
1507,1,1,1,171,1,1,134.0,1,19,37,7,7,136.1,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
2860,4,43,1,9238,1,1,120.0,1,37,37,9,9,110.0,0,0,1,1,0,0,34,0,0,6,13,4,11.25,0,0,6,8,4,13.75,0,13.9,-0.3,0.79,Graduate
513,1,39,1,9991,0,1,100.0,1,37,19,9,2,121.9,0,0,0,0,0,0,40,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
643,1,1,3,9500,1,1,143.0,1,37,38,7,7,133.8,1,0,0,1,0,0,18,0,0,8,8,8,14.26875,0,0,8,8,8,14.26875,0,9.4,-0.8,-3.12,Enrolled
3176,1,1,4,9500,1,1,133.0,1,19,19,9,5,120.1,1,0,0,1,0,1,19,0,0,7,9,6,12.428572,0,0,8,8,8,14.0,0,13.9,-0.3,0.79,Graduate
1571,1,39,1,9003,1,19,133.1,1,37,37,9,10,120.0,0,0,1,0,1,0,38,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
1093,1,18,4,9773,1,1,130.0,1,19,19,4,4,121.3,1,0,0,1,0,0,20,0,0,6,12,5,12.0,0,0,6,8,6,11.571428,0,15.5,2.8,-4.06,Dropout
2689,1,17,1,9773,1,1,145.0,1,1,38,90,8,132.8,1,0,0,0,1,0,21,0,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
4215,1,1,1,171,1,1,140.0,1,19,37,5,6,137.9,1,0,1,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout
1429,1,17,1,9773,1,1,120.0,1,19,38,9,7,117.9,1,0,0,1,0,1,21,0,0,6,6,5,13.0,0,0,6,7,6,12.833333,0,8.9,1.4,3.51,Graduate
2865,4,39,1,9147,1,1,140.0,1,37,37,9,9,142.8,0,0,0,1,0,0,43,0,0,5,5,5,16.4,0,0,5,5,5,16.6,0,7.6,2.6,0.32,Graduate
2432,1,1,3,9773,1,1,146.0,1,38,38,9,7,134.1,1,0,0,1,1,1,18,0,0,6,6,6,12.5,0,0,6,7,6,12.666667,0,10.8,1.4,1.74,Dropout
1563,1,44,1,9130,1,39,140.0,1,19,19,5,5,140.0,1,0,1,0,0,0,20,0,1,6,11,3,12.0,0,0,6,11,2,11.0,0,12.4,0.5,1.79,Enrolled
3262,1,39,1,8014,0,1,100.0,1,12,5,9,4,116.5,0,0,1,0,0,0,37,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
1115,1,18,1,9500,1,1,124.0,1,38,37,9,7,119.3,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate
3952,1,1,6,9500,1,1,144.0,1,1,19,9,4,130.8,1,0,0,1,0,1,19,0,0,8,8,7,14.214286,0,0,8,8,7,14.214286,0,12.7,3.7,-1.7,Graduate
2649,1,1,1,9500,1,1,125.0,1,19,38,9,8,118.3,0,0,0,1,1,0,20,0,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,Dropout
2076,1,1,4,9238,1,1,123.0,1,38,1,4,10,129.0,1,0,0,1,0,0,19,0,0,6,8,6,11.666667,0,0,6,6,6,12.333333,0,10.8,1.4,1.74,Graduate
2238,1,39,1,9130,1,1,130.0,1,19,1,191,144,110.0,0,0,0,1,1,0,24,0,0,6,11,6,11.333333,0,0,6,12,3,11.333333,0,16.2,0.3,-0.92,Enrolled
3337,1,43,1,9670,1,1,160.0,1,34,34,99,99,100.1,0,0,0,0,1,0,35,0,6,10,10,7,12.142858,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Dropout
218,1,39,1,8014,0,1,133.1,1,1,19,5,4,102.5,0,0,0,1,0,1,27,0,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout
825,1,17,3,9670,1,1,125.0,1,1,3,4,3,117.3,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate
2361,1,42,1,9773,1,1,133.1,1,19,6,4,3,120.0,0,0,0,1,1,0,27,0,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
3801,1,18,1,9500,1,1,144.0,1,37,37,6,6,127.5,1,0,0,1,0,1,19,0,0,8,8,7,13.542857,0,0,8,8,7,13.542857,0,12.7,3.7,-1.7,Graduate
1822,1,17,1,9147,1,1,162.0,1,1,38,4,5,138.6,1,0,0,1,0,0,19,0,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Enrolled
3318,1,43,1,9991,0,1,120.0,1,37,37,9,9,115.8,0,0,1,0,1,0,28,0,4,9,14,4,10.0,0,1,6,6,1,10.0,0,12.7,3.7,-1.7,Dropout
1779,1,1,1,9500,1,1,125.0,1,37,19,9,9,122.4,1,0,0,1,1,0,19,0,0,7,7,7,13.725715,0,0,8,8,8,14.5,0,11.1,0.6,2.02,Graduate
1751,1,1,1,171,1,1,150.0,1,38,19,9,9,137.8,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
1604,1,39,1,9003,1,19,133.1,1,1,19,9,8,120.0,0,0,1,0,1,0,27,0,0,6,11,2,11.5,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
2556,1,15,1,9147,1,1,130.0,26,1,1,2,3,130.0,0,0,0,1,0,0,19,1,0,5,10,4,12.0,0,0,5,6,5,11.4,0,11.1,0.6,2.02,Graduate
1658,1,43,3,171,1,1,120.0,1,37,37,9,9,143.3,1,0,0,1,0,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
2473,1,39,1,9003,1,1,133.1,1,1,1,1,6,120.0,0,0,0,0,1,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
109,1,17,2,9853,1,1,133.1,1,19,1,9,3,107.0,1,0,0,1,0,0,20,0,0,7,12,6,11.666667,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
1812,2,51,1,9500,1,1,130.0,1,37,37,5,5,120.0,0,0,0,1,1,0,44,0,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,Dropout
1556,1,1,1,9119,1,1,130.0,1,37,19,9,5,140.2,1,0,0,1,1,0,20,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
2575,2,39,1,8014,0,1,150.0,1,37,37,7,5,143.0,0,0,0,1,0,0,40,0,5,9,9,9,15.888889,0,3,7,7,7,14.142858,0,12.7,3.7,-1.7,Graduate
4297,1,1,1,9773,1,1,130.0,1,38,37,9,6,133.9,0,0,0,1,1,1,19,0,0,6,8,5,14.0,0,0,6,8,6,13.0,0,10.8,1.4,1.74,Graduate
1724,1,1,1,171,1,1,147.0,1,19,19,3,10,151.9,1,0,0,1,0,0,21,0,13,17,20,17,12.0,0,14,17,18,17,12.666667,0,11.1,0.6,2.02,Graduate
1007,1,53,1,9238,1,42,140.0,1,37,37,9,10,136.9,1,0,0,1,0,0,21,0,5,9,10,9,12.777778,0,4,9,9,9,13.222222,0,8.9,1.4,3.51,Graduate
1058,1,39,1,9670,1,12,133.1,1,1,19,1,5,100.0,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
1590,1,44,1,9003,1,39,120.0,1,1,19,4,7,120.0,0,0,0,1,1,0,23,0,1,6,6,1,11.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
3716,1,44,1,9130,1,39,140.0,1,4,4,2,10,140.0,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,Dropout
2980,1,17,4,9773,1,1,138.0,1,37,19,5,7,133.5,1,0,0,0,0,0,18,0,0,6,7,6,12.5,0,0,6,6,6,12.166667,0,10.8,1.4,1.74,Graduate
2748,2,39,1,9991,0,1,110.0,1,37,37,9,9,130.0,0,0,0,0,1,0,42,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
3591,1,17,3,9500,1,1,132.0,1,3,1,2,7,125.5,1,0,0,1,1,0,18,0,0,8,8,7,13.154285,0,0,8,8,7,13.154285,0,10.8,1.4,1.74,Enrolled
3624,1,1,2,9147,1,1,118.0,1,3,19,2,4,113.8,1,0,0,1,0,0,21,0,0,5,9,3,11.666667,0,0,5,9,4,11.75,0,8.9,1.4,3.51,Graduate
3498,1,1,2,9773,1,1,140.0,1,38,38,5,7,126.4,1,0,0,1,1,1,18,0,0,6,8,6,12.666667,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
1167,1,43,2,9773,1,1,132.0,1,19,19,0,0,127.1,0,0,0,1,1,0,23,0,0,6,9,6,12.333333,0,0,6,11,5,13.0,0,7.6,2.6,0.32,Graduate
2109,1,44,1,9085,1,39,150.0,1,3,3,2,2,150.0,1,0,0,1,0,0,22,0,2,6,7,6,14.428572,0,1,6,9,5,13.0,0,13.9,-0.3,0.79,Graduate
3530,1,1,3,9670,1,1,106.0,1,3,1,2,3,105.7,1,0,0,1,1,0,19,0,0,6,6,6,13.333333,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate
4364,1,17,1,9238,1,1,132.0,1,37,37,9,9,123.6,1,0,0,1,0,0,18,0,0,6,9,4,11.5,0,0,6,10,4,10.75,0,7.6,2.6,0.32,Enrolled
4391,2,7,1,9500,1,3,130.0,1,37,37,9,5,130.0,0,0,0,1,0,0,32,0,0,7,9,7,13.761111,0,1,8,11,7,12.06375,0,15.5,2.8,-4.06,Enrolled
1579,1,16,1,171,1,1,158.0,1,38,37,9,9,164.3,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
794,1,1,3,9773,1,1,121.0,1,19,19,3,3,116.1,0,0,0,1,0,1,18,0,0,6,6,6,13.166667,0,0,6,6,6,12.166667,0,12.4,0.5,1.79,Graduate
4239,1,39,1,9085,1,40,130.0,1,3,2,3,2,160.0,1,0,0,1,0,0,27,0,0,6,7,6,16.142857,0,0,6,7,6,14.666667,0,13.9,-0.3,0.79,Graduate
619,1,44,1,9085,1,39,140.0,1,3,1,2,3,140.0,1,0,0,1,0,0,19,0,0,6,10,5,12.666667,0,0,6,19,4,11.75,0,12.4,0.5,1.79,Enrolled
2450,1,1,1,171,1,1,130.0,1,1,38,5,9,118.1,0,0,1,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
949,1,39,1,9147,1,1,140.0,1,37,3,9,2,135.1,0,0,0,1,1,0,61,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1513,1,10,1,9254,1,1,115.0,24,3,1,9,9,116.1,1,0,0,1,0,0,19,1,0,6,6,6,13.5,0,0,6,6,6,14.333333,0,12.4,0.5,1.79,Graduate
389,1,44,1,8014,0,39,160.0,1,37,37,7,7,156.1,0,0,0,1,0,1,21,0,3,6,6,6,14.666667,0,2,6,6,6,14.166667,0,13.9,-0.3,0.79,Graduate
543,1,1,1,9500,1,1,154.0,1,1,1,5,3,144.9,0,0,0,1,1,1,18,0,0,7,7,7,15.957143,0,0,8,9,8,15.188889,0,16.2,0.3,-0.92,Graduate
2408,1,18,1,9991,0,1,112.0,1,43,40,2,2,106.4,0,0,0,1,1,0,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
2056,1,53,1,9003,1,42,130.0,1,1,19,9,7,133.8,0,0,1,1,0,1,24,0,7,12,13,12,12.846154,0,5,11,13,11,12.636364,0,8.9,1.4,3.51,Graduate
1896,1,1,1,9085,1,1,105.0,1,19,37,8,8,102.6,0,1,0,1,0,0,21,0,0,6,13,4,12.0,0,0,6,17,2,11.5,0,11.1,0.6,2.02,Enrolled
376,1,18,4,9147,1,1,130.0,1,37,37,9,9,119.9,1,0,0,0,0,0,34,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
32,1,1,1,9147,1,1,143.0,1,1,1,4,6,138.8,0,0,0,0,1,0,18,0,0,5,9,3,11.333333,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Enrolled
172,1,17,1,9500,1,1,131.0,1,2,38,4,5,132.3,1,0,0,1,0,0,19,0,0,7,7,6,11.683333,0,0,7,7,6,11.683333,0,7.6,2.6,0.32,Graduate
2105,1,43,1,9500,1,1,127.0,1,19,19,4,7,121.1,0,0,0,1,0,1,18,0,0,7,11,5,12.16,0,0,7,7,2,13.4,0,16.2,0.3,-0.92,Enrolled
2648,1,43,1,8014,0,12,133.1,1,37,1,9,10,112.5,0,0,0,1,1,0,50,0,6,13,13,6,11.333333,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,Dropout
1473,1,17,1,9773,1,1,117.0,1,37,37,0,4,120.5,1,0,0,1,1,0,19,0,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
428,3,1,2,9085,1,1,135.0,1,19,1,4,4,129.4,1,0,0,1,0,0,21,0,0,5,8,0,0.0,4,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout
1620,1,18,1,9670,1,1,128.0,1,19,3,9,7,120.0,1,0,0,1,0,0,19,0,0,6,8,6,14.125,0,0,6,10,5,14.5,0,11.1,0.6,2.02,Graduate
1600,1,1,4,171,1,1,131.0,1,1,1,0,3,149.9,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
1698,1,1,1,9500,1,1,168.0,1,1,1,5,5,161.0,1,0,0,1,1,0,18,0,0,7,7,7,16.142857,0,0,8,9,0,0.0,0,16.2,0.3,-0.92,Dropout
198,1,1,1,9853,1,1,130.0,1,19,19,3,8,131.8,0,0,0,1,0,0,18,0,0,7,9,7,12.571428,0,0,7,8,7,14.428572,0,11.1,0.6,2.02,Graduate
1477,1,51,1,171,1,1,128.0,1,2,1,3,3,131.2,1,0,0,1,1,0,21,0,6,12,12,12,13.666667,0,4,11,16,11,13.0,0,8.9,1.4,3.51,Graduate
4270,1,17,1,9070,1,1,132.0,1,37,38,9,7,138.0,0,0,0,1,1,1,18,0,0,6,6,6,13.666667,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate
1065,1,7,1,8014,0,40,130.0,1,19,1,5,10,130.0,1,0,1,0,0,0,23,0,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
519,1,17,2,9853,1,1,118.0,1,37,37,9,9,112.1,1,0,0,1,0,0,23,0,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Dropout
2540,1,7,1,9147,1,3,120.0,1,1,39,4,7,120.0,0,0,0,1,0,0,33,0,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
1061,1,1,1,9070,1,1,133.1,1,19,19,7,7,117.0,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1603,1,44,1,9003,1,39,120.0,1,19,38,6,6,120.0,1,0,0,1,1,0,19,0,0,6,8,6,12.142858,0,0,6,11,5,13.6,0,12.4,0.5,1.79,Graduate
369,1,1,6,9500,1,1,138.0,1,19,19,9,5,124.8,1,0,0,1,0,0,18,0,0,8,8,7,13.414286,0,0,8,8,7,13.414286,0,12.7,3.7,-1.7,Dropout
1891,1,1,5,9500,1,1,139.0,1,38,37,7,7,126.3,1,0,0,1,0,1,18,0,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,Graduate
2241,2,39,1,9991,0,1,130.0,1,37,37,9,9,127.8,0,0,0,1,1,0,37,0,0,5,7,4,10.75,0,0,5,7,3,11.333333,0,7.6,2.6,0.32,Enrolled
3483,2,39,1,9500,1,1,133.1,1,37,37,9,9,130.1,0,0,0,0,1,0,37,0,0,7,10,5,13.0,0,0,7,9,5,12.88,0,11.1,0.6,2.02,Dropout
4368,1,39,1,9991,0,1,120.0,1,37,37,9,9,120.0,1,0,0,0,1,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
3841,1,1,1,9238,1,1,125.0,1,19,38,7,7,118.7,0,0,0,1,1,0,20,0,0,6,12,4,11.75,0,0,6,13,3,11.333333,0,15.5,2.8,-4.06,Enrolled
1880,2,44,1,9119,1,39,160.0,1,37,37,9,9,160.0,0,0,1,1,1,0,41,0,3,7,15,5,14.333333,0,1,6,16,6,14.636364,0,12.4,0.5,1.79,Enrolled
4075,1,17,3,9085,1,1,117.0,1,19,38,5,7,111.1,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1741,1,17,4,9254,1,1,122.0,1,1,1,4,2,116.1,1,0,0,1,1,0,19,0,0,6,7,5,12.2,0,0,6,12,2,12.0,0,7.6,2.6,0.32,Enrolled
2395,1,43,1,9773,1,1,128.0,1,19,38,9,7,124.2,1,0,0,1,1,0,22,0,0,6,17,3,11.333333,3,0,6,14,3,12.333333,0,15.5,2.8,-4.06,Enrolled
3864,1,43,1,9085,1,1,110.0,1,3,19,4,6,105.0,0,0,1,0,1,0,34,0,2,6,13,3,11.333333,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout
936,1,39,1,9500,1,19,133.1,1,38,38,9,9,114.8,0,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,Dropout
1721,1,1,2,9254,1,1,121.0,1,37,37,9,9,124.2,1,0,0,1,0,1,18,0,0,6,8,6,10.571428,0,0,6,9,5,11.4,0,16.2,0.3,-0.92,Graduate
1773,1,42,1,9003,1,1,140.0,1,19,19,4,4,140.0,1,0,0,1,1,0,25,0,0,6,14,5,11.666667,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,Enrolled
3056,1,17,2,9773,1,1,132.0,1,19,19,9,6,120.1,1,0,0,1,0,1,18,0,0,6,6,6,13.666667,0,0,6,6,6,14.0,0,8.9,1.4,3.51,Graduate
3884,1,7,1,9500,1,3,140.0,1,1,37,9,5,140.0,0,0,0,1,0,0,30,0,0,8,8,7,15.6757145,0,0,8,8,7,15.6757145,0,10.8,1.4,1.74,Graduate
1104,1,1,1,9238,1,1,128.0,1,19,19,0,5,120.3,1,0,0,1,0,0,19,0,0,6,12,2,13.0,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Graduate
2057,1,44,1,9085,1,39,150.0,1,37,37,9,9,150.0,0,0,0,1,0,0,20,0,2,6,8,6,13.0,0,1,6,18,2,12.0,0,12.4,0.5,1.79,Enrolled
2847,2,39,1,9773,1,19,133.1,1,37,37,9,6,110.0,0,0,0,0,0,0,53,0,0,5,5,0,0.0,0,0,4,5,0,0.0,0,15.5,2.8,-4.06,Dropout
1959,1,53,1,9085,1,42,130.0,1,19,1,9,9,130.0,1,0,1,0,0,0,24,0,7,9,9,8,13.125,0,4,9,13,6,13.0,0,8.9,1.4,3.51,Enrolled
